StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific,Q104,superstition,Q106,religious,Q108,superlative,Q110,political,exi_1,avl_1,inv_1,avd_1,mot_1,vul_1,surprise_1,att.surprise,sen_1,att.evi,jus_1,att.jus,bet_1,voluntarism_1,double_1,really_1,consider_1,predict_1,context_1,age,gen,race,thought,text
2025-12-29 09:04:17,2025-12-29 09:12:37,0,98.175.94.162,100,500,1,2025-12-29 09:12:38,R_7F3UUPfsqkOc2Ez,,,,,37.6772,-97.1583,anonymous,EN,1,6942c1d48b8545e38cacc626,4,"If I continue wearing my chakra necklace, I will have good luck. ",,,5,,5,,53,53,56,71,60,0,39,3,70,1,60,1,0,64,31,58,73,4,61,52,1,2,1,"If I continue wearing my chakra necklace, I will have good luck. "
2025-12-29 09:05:46,2025-12-29 09:12:53,0,38.9.254.89,100,427,1,2025-12-29 09:12:54,R_1fZBSwyudg29YQj,,,,,33.7147,-112.2401,anonymous,EN,1,591d369e88bbb500013a8517,,,,,4,My boss is a horrible boss. He is hard to get ahold of and rarely reaches out. He procrastinates issues until the issues blow up. He's lazy.,,,6,100,100,6,100,24,98,3,95,1,100,1,55,65,0,100,100,100,16,54,2,2,1,My boss is a horrible boss. He is hard to get ahold of and rarely reaches out. He procrastinates issues until the issues blow up. He's lazy.
2025-12-29 09:06:53,2025-12-29 09:12:54,0,24.102.167.96,100,361,1,2025-12-29 09:12:54,R_54sxqFQpB2CF1F7,,,,,41.1695,-75.8774,anonymous,EN,1,612962f44f151ddfd0298c52,5,,,,,,4,"I see where some democrats want to do away with police like the new mayor of nyc, it scares me and i will never go there again",22,79,82,22,77,82,15,3,74,1,76,1,86,83,82,92,86,79,48,65,2,2,1,"I see where some democrats want to do away with police like the new mayor of nyc, it scares me and i will never go there again"
2025-12-29 09:07:08,2025-12-29 09:13:04,0,148.252.145.245,100,356,1,2025-12-29 09:13:05,R_8sRcvPnPVQjT36F,,,,,51.4964,-0.1224,anonymous,EN,1,66cf6927d72f13f31e9da7f6,,,,,,,4,"Politicians should have their personal emails and social media under constant surveillance. ",50,74,60,22,41,22,29,3,100,1,77,1,31,51,27,73,78,75,68,27,2,2,1,"Politicians should have their personal emails and social media under constant surveillance. "
2025-12-29 09:06:31,2025-12-29 09:13:11,0,76.33.100.149,100,400,1,2025-12-29 09:13:12,R_1TI5ArO8Z9yzJe8,,,,,33.7873,-117.9231,anonymous,EN,1,66b01097e95b0626c2cd7b5c,,,,,,,4,Our country should abolish all drug laws and let consumers just take whatever they want,8,60,63,3,33,2,21,3,93,1,97,1,12,100,68,14,76,26,92,27,2,3,1,Our country should abolish all drug laws and let consumers just take whatever they want
2025-12-29 09:06:25,2025-12-29 09:13:16,0,75.239.255.134,100,410,1,2025-12-29 09:13:16,R_710LthSAgyqQOdu,,,,,47.3236,-122.3182,anonymous,EN,1,667992b506b5fb5504eb23e0,,,,,,,4,"The whole political system needs to be torn down and rebuilt so that it rerpresents the wants and needs of the people, as it was supposed to",14,100,83,29,65,81,86,3,39,1,99,1,94,88,5,100,87,84,18,61,1,2,1,"The whole political system needs to be torn down and rebuilt so that it rerpresents the wants and needs of the people, as it was supposed to"
2025-12-29 09:09:38,2025-12-29 09:13:23,0,216.79.19.15,100,224,1,2025-12-29 09:13:23,R_6oqjGH9Uo2b3jwJ,,,,,38.0896,-85.8491,anonymous,EN,1,6294cfd955c45345ed61aea1,,,,,4,My son is the smartest toddler I know.,,,0,71,72,25,68,97,35,3,50,1,89,1,36,71,19,90,85,50,21,36,2,2,1,My son is the smartest toddler I know.
2025-12-29 09:03:59,2025-12-29 09:13:26,0,217.44.157.149,100,566,1,2025-12-29 09:13:27,R_24El70PlJlVnGNj,,,,,53.4159,-2.1843,anonymous,EN,1,6153ab159ff8abebb4a12c61,,,4,"Sex Offenders, Murders and violent criminals go to hell, to burn for eternity.  They must suffer as their victims did",,,,,71,0,12,80,18,14,3,3,18,1,81,1,29,22,84,16,71,86,16,59,1,2,1,"Sex Offenders, Murders and violent criminals go to hell, to burn for eternity.  They must suffer as their victims did"
2025-12-29 09:10:37,2025-12-29 09:13:32,0,86.3.39.209,100,174,1,2025-12-29 09:13:32,R_2q27HKY5fpr86lD,,,,,52.3499,-2.2698,anonymous,EN,1,5c4592d7f608210001a4b0a8,4,If I don't avoid nice holidays I might deserve bad luck,5,,5,,,,79,54,44,56,5,78,58,3,56,1,85,1,54,23,33,83,70,59,36,54,1,2,1,If I don't avoid nice holidays I might deserve bad luck
2025-12-29 09:05:51,2025-12-29 09:13:34,0,174.53.91.46,100,463,1,2025-12-29 09:13:34,R_1RIrEcvoveGmCNH,,,,,37.5702,-77.4239,anonymous,EN,1,691d1cd8d29ca60950a4ee95,4,Mentioning how quiet things have been at work will result in bad things happening.,,,,,,,42,,39,0,,0,4,3,3,1,45,2,0,94,80,57,63,16,70,,,,1,Mentioning how quiet things have been at work will result in bad things happening.
2025-12-29 09:06:55,2025-12-29 09:13:43,0,79.135.124.153,100,408,1,2025-12-29 09:13:44,R_85ABTe2kSNLd4II,,,,,52.784,-0.1505,anonymous,EN,1,5f35050d72e95343c64aef66,,,,,4,My husband is the most caring person i know,,,14,88,66,67,100,86,100,3,75,1,83,1,93,94,0,95,10,8,33,55,1,2,1,My husband is the most caring person i know
2025-12-29 09:04:24,2025-12-29 09:13:44,0,74.83.233.33,100,559,1,2025-12-29 09:13:45,R_6K9wcvuTxwdaLHH,,,,,39.2899,-84.5291,anonymous,EN,1,6658b62617b161dc426bd2a9,,,4,"Asking God to watch over my grown kids and myself. I’m not ready to
go yet",,,,,30,29,46,86,22,29,69,3,42,1,46,1,70,69,20,84,68,80,9,69,1,2,1,"Asking God to watch over my grown kids and myself. I’m not ready to
go yet"
2025-12-29 09:04:10,2025-12-29 09:13:48,0,47.187.210.67,100,578,1,2025-12-29 09:13:49,R_7HhKi1jR3dpEN6w,,,,,33.0809,-96.7241,anonymous,EN,1,5f5ce7f940a2614f6cb6e747,,,,,,,4,Sharia law should be outlawed and anyone who wants that should not be allowed in the United States,41,96,32,37,94,19,92,3,20,1,100,1,69,95,8,93,59,41,7,40,1,2,1,Sharia law should be outlawed and anyone who wants that should not be allowed in the United States
2025-12-29 09:05:36,2025-12-29 09:14:05,0,174.44.103.167,100,509,1,2025-12-29 09:14:05,R_1DP4qx3od6mDTKk,,,,,41.584,-73.8087,anonymous,EN,1,6755ad907901f7517e48451b,4,"I have thoughts about locking my front and back door at night. I have to check it multiple times. I usually walk back and forth three times ",,,,,5,,0,100,100,0,0,19,0,3,100,1,94,1,0,50,100,0,82,0,18,42,2,2,1,"I have thoughts about locking my front and back door at night. I have to check it multiple times. I usually walk back and forth three times "
2025-12-29 09:08:50,2025-12-29 09:14:13,0,73.68.167.20,100,323,1,2025-12-29 09:14:13,R_5azSkfJXlHPQLLx,,,,,42.8859,-71.299,anonymous,EN,1,636d19c8d8a6c6ef4d37ff41,4,"If I don't have my family say ""Go Bucs!"" in a certain way, the Buccaneers will surely lose. ",5,,,,,,76,91,29,34,21,67,13,3,30,1,80,1,7,36,77,60,74,66,68,54,1,2,1,"If I don't have my family say ""Go Bucs!"" in a certain way, the Buccaneers will surely lose. "
2025-12-29 09:07:14,2025-12-29 09:14:13,0,173.88.224.161,100,418,1,2025-12-29 09:14:13,R_6rHC4j33uIGN5xG,,,,,41.0659,-82.7296,anonymous,EN,1,616567af93f2b71b50c3ff85,4,Sometimes I notice patterns when watching sports if I always eat pizza during the game my team does well.,,,5,,,,0,34,99,62,97,97,11,3,98,1,17,1,9,86,4,97,100,97,55,47,2,2,1,Sometimes I notice patterns when watching sports if I always eat pizza during the game my team does well.
2025-12-29 09:05:00,2025-12-29 09:14:16,0,86.18.118.177,100,555,1,2025-12-29 09:14:16,R_8jTDKdsu7XPL7WF,,,,,52.1073,-0.4649,anonymous,EN,1,5cfde288bab656000198b943,,,4,''the meek shall inherit the earth'',,,,,84,0,,12,100,0,5,3,87,1,85,2,5,100,100,0,69,0,16,,,,1,''the meek shall inherit the earth''
2025-12-29 09:06:17,2025-12-29 09:14:18,0,96.37.124.100,100,481,1,2025-12-29 09:14:19,R_7QWUHKQ8m5m04u7,,,,,42.6331,-88.6437,anonymous,EN,1,60ec54c58f88686dadb1a0c9,,,,,,,4,I think about a policy where all guns are only allowed by a permit,50,52,34,22,64,9,94,3,59,1,95,1,90,92,26,92,82,55,20,36,2,2,1,I think about a policy where all guns are only allowed by a permit
2025-12-29 09:06:40,2025-12-29 09:14:26,0,86.4.181.255,100,466,1,2025-12-29 09:14:26,R_8FZj4tT6SVk9SyB,,,,,52.6407,-1.1354,anonymous,EN,1,6268f4810cd59e084565cfef,,,4,I believe in God and what he wants from us.,,,,,42,36,4,9,14,100,99,3,32,1,63,1,95,100,7,93,97,0,97,57,2,2,1,I believe in God and what he wants from us.
2025-12-29 09:06:13,2025-12-29 09:14:33,0,80.189.135.104,100,499,1,2025-12-29 09:14:33,R_8CHCmLYZIk8DN16,,,,,51.5557,-3.3432,anonymous,EN,1,66dc52d4479160da542d911b,4,Walking underneath ladders and the number 13,5,,,,5,,33,62,56,5,42,0,3,3,89,1,64,1,0,10,100,0,71,0,11,81,2,2,1,Walking underneath ladders and the number 13
2025-12-29 09:03:53,2025-12-29 09:14:40,0,176.250.146.2,100,647,1,2025-12-29 09:14:41,R_2oXeLuvX1zirtCp,,,,,51.5338,-0.4542,anonymous,EN,1,6002ae1ea178912bfa128adf,4,"If I walk across 3 drains (in the pavement, UK) - it is bad luck.",,,,,,,66,1,3,2,6,62,1,3,84,1,13,1,0,100,91,20,43,11,46,49,1,2,1,"If I walk across 3 drains (in the pavement, UK) - it is bad luck."
2025-12-29 09:05:14,2025-12-29 09:14:42,0,86.144.215.232,100,567,1,2025-12-29 09:14:42,R_8ZZvIZFvWl9Jn7t,,,,,52.4145,-1.7841,anonymous,EN,1,659c067de92634488b349626,,,,,,,4,I have thought that the general public should have the right to declare a vote of no confidence in the government prompting an election,83,14,27,40,57,17,50,3,64,1,74,1,50,96,67,73,62,56,39,20,1,2,1,I have thought that the general public should have the right to declare a vote of no confidence in the government prompting an election
2025-12-29 09:10:29,2025-12-29 09:14:45,0,90.220.122.54,100,255,1,2025-12-29 09:14:45,R_2yzET7uqeQIPFUR,,,,,51.5571,-0.2972,anonymous,EN,1,5efa02a5f512b17ea54f360a,4,If I see a black cat crossing my path I think that something bad might happen to me,,,,,,,29,36,0,22,62,18,2,3,24,1,32,1,12,18,92,6,7,0,24,56,2,2,1,If I see a black cat crossing my path I think that something bad might happen to me
2025-12-29 09:06:25,2025-12-29 09:14:45,0,148.252.157.185,100,499,1,2025-12-29 09:14:45,R_8HgrHrMt4HBJhlL,,,,,51.4964,-0.1224,anonymous,EN,1,62b74ec256808d84b3e691d6,,,5,,4,I think about one of my neighbours who is very narcissistic and sends long uninvited emails usually detailing his own brilliance,,,0,100,68,51,100,21,100,3,87,1,100,1,100,77,0,100,76,60,11,44,2,2,1,I think about one of my neighbours who is very narcissistic and sends long uninvited emails usually detailing his own brilliance
2025-12-29 09:09:02,2025-12-29 09:14:45,0,185.28.252.61,100,342,1,2025-12-29 09:14:46,R_8GkCm9PZSypiM0h,,,,,55.867,-4.2621,anonymous,EN,1,652af61610858a0642d0e896,,,4,"I've thought about the existence of God, the birth death and resurrection of christ and the christian philosophical tradition
",,,,,19,100,84,25,88,100,100,3,77,1,100,1,100,83,0,100,100,0,11,27,2,2,1,"I've thought about the existence of God, the birth death and resurrection of christ and the christian philosophical tradition
"
2025-12-29 09:06:20,2025-12-29 09:14:46,0,47.225.10.92,100,506,1,2025-12-29 09:14:46,R_6jST6s8wBfa7CIn,,,,,43.1152,-85.5136,anonymous,EN,1,66463bed66791cfe1e316403,,,4,"When seeing people begin passing while on hospice care, many different religious thoughts can pass your mind. From sadness to happiness.",,,,,26,24,90,17,31,60,81,3,42,1,94,2,74,90,53,85,79,31,26,,,,1,"When seeing people begin passing while on hospice care, many different religious thoughts can pass your mind. From sadness to happiness."
2025-12-29 09:10:52,2025-12-29 09:14:52,0,47.203.201.238,100,239,1,2025-12-29 09:14:52,R_7f3buchL28ZoWpO,,,,,28.2137,-82.6809,anonymous,EN,1,5a0efb83ab721b0001ef8509,,,4,Christianity is very hard to practice.,,,,,17,71,84,3,50,91,94,3,50,1,97,1,97,14,0,100,95,7,11,71,2,2,1,Christianity is very hard to practice.
2025-12-29 09:11:18,2025-12-29 09:15:01,0,176.26.218.58,100,223,1,2025-12-29 09:15:02,R_8ro5R5zgwYWWO1Y,,,,,53.8151,-3.0603,anonymous,EN,1,62a1eadf5fb276774bb7bae8,,,,,4,"My husband is the best ",,,6,0,1,14,14,70,43,3,11,1,76,1,47,11,13,89,48,26,16,27,1,2,1,"My husband is the best "
2025-12-29 09:06:36,2025-12-29 09:15:04,0,67.255.121.113,100,508,1,2025-12-29 09:15:05,R_7futf6DC4nq9JHt,,,,,42.1198,-76.8902,anonymous,EN,1,59296fb2e8a7ff000163f033,,,,,,,4,We need to remove all profit motivation from political public servants in order to best serve citizens,20,80,87,15,87,17,76,3,88,1,88,1,83,84,16,88,89,18,12,41,2,2,1,We need to remove all profit motivation from political public servants in order to best serve citizens
2025-12-29 09:06:47,2025-12-29 09:15:12,0,152.37.181.65,100,504,1,2025-12-29 09:15:12,R_7F5r65db0kcwExP,,,,,33.3715,-104.5287,anonymous,EN,1,62b9e94484e7ffb27d90f991,,,4,"I think the bad people go to hell because they do harm and don't have remorse about it ",,,,,,,60,46,,,88,3,79,2,,,,75,4,,,30,,,,,1,"I think the bad people go to hell because they do harm and don't have remorse about it "
2025-12-29 09:06:00,2025-12-29 09:15:18,0,2.220.30.44,100,558,1,2025-12-29 09:15:18,R_2VIsJ2LxgcVKX29,,,,,53.4859,-2.7412,anonymous,EN,1,600a878fa6fbbf1ba60bea36,5,,5,,4,People decide who win football matches based on support for that team,,,50,6,84,34,27,8,96,3,7,1,96,1,97,1,4,100,100,28,4,55,2,2,1,People decide who win football matches based on support for that team
2025-12-29 09:05:40,2025-12-29 09:15:25,0,76.174.114.184,100,584,1,2025-12-29 09:15:25,R_1YFxw1gjpfaVFuZ,,,,,33.781,-118.2622,anonymous,EN,1,67325d10b9e0c58d803cd7ba,,,,,4,Paul walker was the most handsome man to exist.,,,24,98,80,0,48,82,62,3,62,1,54,1,60,89,44,66,76,0,12,48,1,2,1,Paul walker was the most handsome man to exist.
2025-12-29 09:06:42,2025-12-29 09:15:27,0,76.16.139.38,100,524,1,2025-12-29 09:15:27,R_7ns2rj5q4ZPtMWt,,,,,42.0307,-87.8107,anonymous,EN,1,607295300f59b34c26ccac31,,,,,4,My mom is the best because she always loves me and provides for me in any way possible.,,,97,100,78,63,98,58,100,3,35,1,94,1,100,100,40,100,82,4,59,33,1,2,1,My mom is the best because she always loves me and provides for me in any way possible.
2025-12-29 09:08:43,2025-12-29 09:15:33,0,149.241.218.197,100,409,1,2025-12-29 09:15:33,R_8BBSWJyVF4yXOWR,,,,,50.8388,-0.777,anonymous,EN,1,5d41925ef7b99500012b960e,,,,,,,4,"The death penalty should be mandated for sex offences against minors ",39,58,7,4,15,49,0,3,30,1,100,1,8,100,72,70,94,18,46,48,2,2,1,"The death penalty should be mandated for sex offences against minors "
2025-12-29 09:08:54,2025-12-29 09:15:37,0,184.59.58.162,100,402,1,2025-12-29 09:15:37,R_7tKijsogPehqy5o,,,,,45.1,-87.6307,anonymous,EN,1,5934a676e7866d0001618b81,,,,,,,4,Factory farming should be made illegal throughout the nation.,0,100,82,27,63,95,66,3,64,1,100,1,88,100,0,100,100,17,0,67,1,2,1,Factory farming should be made illegal throughout the nation.
2025-12-29 09:07:23,2025-12-29 09:15:40,0,68.33.227.117,100,496,1,2025-12-29 09:15:41,R_1ogWGhxE3Ypd5gR,,,,,39.3093,-76.475,anonymous,EN,1,65baa72531ba3e8cb06d96ea,,,,,4,I had the thought that my boss was very high-strung.,,,39,73,81,34,72,0,65,3,80,1,76,2,99,82,29,83,71,60,,,,,1,I had the thought that my boss was very high-strung.
2025-12-29 09:10:50,2025-12-29 09:15:43,0,72.133.120.61,100,292,1,2025-12-29 09:15:43,R_7DnxWihp4d8EqyW,,,,,30.449,-97.9669,anonymous,EN,1,66c49506c24e39d11f5d89fc,4,If I see numbers 666 i have to change it or wait for it to change. or if i say something bad hasn't happened in awhile i must knock on wood,,,,,,,82,0,0,50,10,50,0,3,83,1,12,1,0,59,14,63,15,50,24,38,1,2,1,If I see numbers 666 i have to change it or wait for it to change. or if i say something bad hasn't happened in awhile i must knock on wood
2025-12-29 09:04:06,2025-12-29 09:15:48,0,65.130.75.181,100,701,1,2025-12-29 09:15:49,R_5dJTue7fHlvrZzX,,,,,40.5582,-111.9222,anonymous,EN,1,673d23b251f56d0010aa50ee,,,5,,,,4,"I have wondered if there is a way to remove the ability for Republicans to block legislation in the House of Representatives ",49,78,100,0,93,60,15,3,75,1,93,1,27,100,11,85,90,67,8,60,2,2,1,"I have wondered if there is a way to remove the ability for Republicans to block legislation in the House of Representatives "
2025-12-29 09:11:05,2025-12-29 09:15:50,0,73.146.247.37,100,284,1,2025-12-29 09:15:50,R_1w1vhkneB2OSrzb,,,,,40.0623,-86.0585,anonymous,EN,1,6753423702f6ca2774a506bf,4,"If I wear the same shirt and sit in the same spot, my team will win.",,,,,,,,43,35,,34,39,34,3,31,1,78,2,16,76,,74,31,89,57,,,,1,"If I wear the same shirt and sit in the same spot, my team will win."
2025-12-29 09:04:54,2025-12-29 09:15:55,0,174.203.69.57,100,661,1,2025-12-29 09:15:55,R_5RkPDcDLVkdKbUR,,,,,29.9813,-90.1663,anonymous,EN,1,5fe49a4ad8918ba1615e298d,,,4,"God forgives our sins. ",,,,,1,100,100,74,0,100,100,3,11,1,100,1,100,99,0,100,100,100,2,61,1,2,1,"God forgives our sins. "
2025-12-29 09:04:40,2025-12-29 09:16:12,0,86.181.149.210,100,691,1,2025-12-29 09:16:12,R_8Oi5NnJ41QlBmwe,,,,,53.1669,-2.2075,anonymous,EN,1,6661f59ccfc8aeaad069753d,4,"I am superstitious about counting the number of magpies I see and the significance of those numbers, the single number is the important one ",,,,,5,,32,19,19,50,11,33,12,3,8,1,40,1,15,61,62,35,29,7,20,67,2,2,1,"I am superstitious about counting the number of magpies I see and the significance of those numbers, the single number is the important one "
2025-12-29 09:06:16,2025-12-29 09:16:14,0,172.59.80.199,100,597,1,2025-12-29 09:16:15,R_1guntWCYrQptvFU,,,,,38.2524,-85.7666,anonymous,EN,1,66042d8fc8f0421abb8ecf06,,,4,"I am a member of the LDS religion.  I know that this church is true and the only real church.  ",,,,,0,100,100,49,94,50,100,3,87,1,100,1,100,100,100,100,100,16,0,62,1,2,1,"I am a member of the LDS religion.  I know that this church is true and the only real church.  "
2025-12-29 09:03:50,2025-12-29 09:16:14,0,198.72.213.200,100,743,1,2025-12-29 09:16:15,R_1bHLOt9tmhHzkjL,,,,,34.1483,-118.0016,anonymous,EN,1,59f226a9d6380600018b2923,,,,,4,My mom is the best mother in the world,,,43,19,27,81,18,82,71,3,33,1,79,1,61,78,14,92,25,6,13,61,1,2,1,My mom is the best mother in the world
2025-12-29 09:05:16,2025-12-29 09:16:16,0,66.176.179.243,100,660,1,2025-12-29 09:16:16,R_142HGDE13gHNdim,,,,,27.6893,-80.3757,anonymous,EN,1,60f5f8769fc9289a9e518129,,,,,4,My partner is even better than one I could dream of,,,0,68,65,100,79,82,59,3,81,1,100,1,70,58,4,76,100,20,25,39,1,2,1,My partner is even better than one I could dream of
2025-12-29 09:08:12,2025-12-29 09:16:28,0,162.247.45.172,100,495,1,2025-12-29 09:16:29,R_7Dr00fkwglrnkJB,,,,,42.2808,-122.9047,anonymous,EN,1,5aa838354eecca0001de0a20,,,4,Is there heaven or hell? Bad evil people go to hell and good people goto heaven. I do believe in a higher power. I believe in all gods.,,,,,22,73,76,10,73,5,0,3,68,1,81,1,90,85,34,100,95,15,59,45,1,2,1,Is there heaven or hell? Bad evil people go to hell and good people goto heaven. I do believe in a higher power. I believe in all gods.
2025-12-29 09:04:51,2025-12-29 09:16:29,0,78.149.57.112,100,697,1,2025-12-29 09:16:29,R_2Pc61DoLWpkxCfn,,,,,52.4214,-1.5674,anonymous,EN,1,573dbfc9cc30e7000dc57410,,,5,,4,My daughter is the kindest and most thoughtful person I have ever met.,5,,0,48,100,9,72,86,100,3,55,1,100,1,77,38,0,100,87,69,3,60,1,2,1,My daughter is the kindest and most thoughtful person I have ever met.
2025-12-29 09:07:24,2025-12-29 09:16:46,0,71.196.65.187,100,562,1,2025-12-29 09:16:47,R_7hA263mmOXXhY4g,,,,,26.2312,-80.1224,anonymous,EN,1,56588a127d69570012dfe00a,,,4,God is an extremely compicated being and it is fascinating to learn more about Him.,,,,,100,90,100,0,100,100,100,3,0,1,74,1,100,4,0,100,100,72,0,39,2,4,1,God is an extremely compicated being and it is fascinating to learn more about Him.
2025-12-29 09:12:48,2025-12-29 09:16:47,0,73.31.102.207,100,239,1,2025-12-29 09:16:47,R_5CIuwMwjn5nisUP,,,,,37.5503,-77.3942,anonymous,EN,1,6684abc04d60b2e05eb8ed2b,,,5,,4,my dad is smart,,,4,95,69,37,79,60,56,3,87,1,68,1,39,54,61,52,84,27,70,31,1,9,1,my dad is smart
2025-12-29 09:11:43,2025-12-29 09:16:50,0,75.43.54.104,100,307,1,2025-12-29 09:16:51,R_3MtlC2MKrJ4Q8Wq,,,,,28.7935,-81.2868,anonymous,EN,1,5e1f2837d95637258ebc9ace,,,,,4,"My wife is the best person to talk to about things that are bothering me. She is my best friend, confidant, and listener.  ",,,50,,0,0,,,100,3,3,1,100,2,,,,,,,,,,,1,"My wife is the best person to talk to about things that are bothering me. She is my best friend, confidant, and listener.  "
2025-12-29 09:09:23,2025-12-29 09:16:52,0,82.132.246.56,100,449,1,2025-12-29 09:16:53,R_2c24Epx7eEIVERz,,,,,52.547,-1.9396,anonymous,EN,1,674377f77b539c33d343553c,,,4,Good people will go to heaven.,,,,,20,100,91,94,77,49,100,3,100,1,75,1,93,100,36,100,50,50,94,53,1,4,1,Good people will go to heaven.
2025-12-29 09:03:44,2025-12-29 09:16:55,0,76.14.51.242,100,791,1,2025-12-29 09:16:56,R_3un7JjmHHO5uCQ1,,,,,37.9208,-122.0182,anonymous,EN,1,5e2b74daae56b71b9d24d89b,,,,,4,"My boss was the absolute worst. ",5,,11,100,70,0,100,100,100,3,8,1,100,1,100,0,0,100,100,5,0,70,1,2,1,"My boss was the absolute worst. "
2025-12-29 09:10:29,2025-12-29 09:16:59,0,38.148.158.237,100,390,1,2025-12-29 09:17:00,R_3oYFCn2rNE0iNHZ,,,,,42.0751,-80.1464,anonymous,EN,1,5be9ce784f251d00015ce92e,,,,,,,4,Abortion should be legal in all cases. We have trouble taking care of others as is.,21,54,50,25,78,26,30,3,54,1,100,1,48,88,7,93,73,21,35,34,2,2,1,Abortion should be legal in all cases. We have trouble taking care of others as is.
2025-12-29 09:06:28,2025-12-29 09:17:02,0,86.4.181.255,100,633,1,2025-12-29 09:17:02,R_8f2QTZdG0uXo06w,,,,,52.6407,-1.1354,anonymous,EN,1,6137753896c9b6b5813a2432,4,"I had a loft ladder up in my home collecting the Christmas decorations from the loft, I decided not to walk under it as it was unlucky",,,,,,,38,0,10,0,0,0,0,3,90,1,73,1,0,100,100,0,1,0,100,56,1,2,1,"I had a loft ladder up in my home collecting the Christmas decorations from the loft, I decided not to walk under it as it was unlucky"
2025-12-29 09:07:04,2025-12-29 09:17:10,0,94.0.221.6,100,606,1,2025-12-29 09:17:10,R_8q9UaqMNFMbJLE6,,,,,50.9656,-1.3379,anonymous,EN,1,5ebebcf619a604258a233c4f@auth.prolific.com,,,,,,,4,a mutli national force goes into a country that is being run down by corrupt leaders takes over rebuilds to country hand back to the people,29,35,56,26,37,52,64,3,58,1,56,1,67,36,36,67,58,31,50,63,2,2,1,a mutli national force goes into a country that is being run down by corrupt leaders takes over rebuilds to country hand back to the people
2025-12-29 09:08:38,2025-12-29 09:17:13,0,77.103.248.45,100,514,1,2025-12-29 09:17:13,R_2f191pqcyon0936,,,,,55.9947,-3.7758,anonymous,EN,1,5c72af4a04d7bc00013899b3,,,4,"I’m no longer very religious and don’t really practice but every time something happens, I find myself praying for divine intervention. ",,,,,44,20,14,3,5,71,29,3,100,1,100,1,22,33,32,100,38,0,55,65,1,2,1,"I’m no longer very religious and don’t really practice but every time something happens, I find myself praying for divine intervention. "
2025-12-29 09:06:48,2025-12-29 09:17:28,0,88.97.215.150,100,639,1,2025-12-29 09:17:28,R_8381iDnPBi1QMhf,,,,,52.539,-1.9883,anonymous,EN,1,6007626d299a4c147462,4,"when i finish up downstairs before going to bed,i have a strict routine where i have to do things in order like switching electric plugs off",5,,,,,,53,65,54,36,65,96,99,3,9,1,67,1,5,79,0,83,62,8,23,56,2,2,1,"when i finish up downstairs before going to bed,i have a strict routine where i have to do things in order like switching electric plugs off"
2025-12-29 09:03:51,2025-12-29 09:17:44,0,81.147.146.208,100,832,1,2025-12-29 09:17:44,R_2gU9yLZNFWs7m3K,,,,,54.5898,-5.6864,anonymous,EN,1,67db4c889794c3be29370b1d,,,,,,,4,Our country is no longer in a financial position where we can afford to support immigration. Immigration shouldnt be allowed for 10 years.,0,88,85,18,66,100,62,3,77,1,79,1,47,86,7,100,94,78,31,59,1,2,1,Our country is no longer in a financial position where we can afford to support immigration. Immigration shouldnt be allowed for 10 years.
2025-12-29 09:06:55,2025-12-29 09:18:29,0,99.58.89.35,100,693,1,2025-12-29 09:18:29,R_1KmXqoGjAqrL5RL,,,,,37.4612,-77.395,anonymous,EN,1,663fa62ae5319431ffed039c,,,4,"God is so merciful and just that He sent His only son to this earth to suffer and die for our sins. What a indescribable gift. ",,,,,51,61,100,100,0,100,100,3,47,1,100,1,100,100,0,100,100,0,0,40,1,4,1,"God is so merciful and just that He sent His only son to this earth to suffer and die for our sins. What a indescribable gift. "
2025-12-29 09:09:34,2025-12-29 09:18:31,0,32.219.231.119,100,537,1,2025-12-29 09:18:32,R_3VCGMU8cGvADrLr,,,,,41.6836,-72.9295,anonymous,EN,1,691739f84f579f17c07a588d,,,,,,,4,We should abolish the electoral college.,15,62,100,0,80,18,37,3,100,1,67,1,75,77,62,100,64,68,34,28,2,5,1,We should abolish the electoral college.
2025-12-29 09:12:46,2025-12-29 09:18:35,0,82.132.244.221,100,349,1,2025-12-29 09:18:35,R_2Fn32nVMjKwETR8,,,,,52.547,-1.9396,anonymous,EN,1,60969c66dda8dbf36ea21d16,,,,,4,"My friend is better and stronger than me ",,,74,100,100,10,95,86,89,3,12,1,100,1,99,29,31,92,84,15,14,34,2,2,1,"My friend is better and stronger than me "
2025-12-29 09:03:53,2025-12-29 09:18:41,0,81.157.252.17,100,888,1,2025-12-29 09:18:42,R_2q953O5M78Lrimu,,,,,57.1626,-2.1518,anonymous,EN,1,67fc2265467c0ab6f8114ce2,,,,,4,My boyfriend being the most caring person even though he has lots of problems to deal with he still takes time to think about me.,,,0,9,72,43,90,90,92,3,82,1,90,1,100,99,20,100,76,76,18,55,1,2,1,My boyfriend being the most caring person even though he has lots of problems to deal with he still takes time to think about me.
2025-12-29 09:17:30,2025-12-29 09:18:43,0,90.254.227.98,100,73,1,2025-12-29 09:18:44,R_21tISpD4Z1geiKA,,,,,51.4997,-0.4689,anonymous,EN,1,63a32488e685c05e9fb5988e,5,,5,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,0,
