Submission id,pid,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID128,Authenticity check: QID129,Authenticity check: QID130,Authenticity check: QID131,Authenticity check: QID1717414298,Authenticity check: QID7
6991fc398c73df6440465615,5875778b5c17910001ea4f35,APPROVED,Not Applicable,2026-02-15T17:03:00.540000Z,2026-02-15T17:11:30.005000Z,2026-02-15T18:44:13.090000Z,2026-02-15T17:11:30.539640Z,510,CPSEFESE,8549,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc3a5c65df6bfeb020e9,5c1021a547d07800011a23de,APPROVED,Not Applicable,2026-02-15T17:02:55.006000Z,2026-02-15T17:06:12.370000Z,2026-02-15T18:42:52.141000Z,2026-02-15T17:06:12.770356Z,198,CPSEFESE,9279,68,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,N/A,N/A,Pass,N/A
6991fc3aacf213f8674b2455,671d3690dc5df6d004cfb65e,APPROVED,Not Applicable,2026-02-15T17:02:54.067000Z,2026-02-15T17:08:36.888000Z,2026-02-15T18:44:13.328000Z,2026-02-15T17:08:37.325224Z,343,CPSEFESE,3760,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc3b18735f29a8efd936,60461bfeeac81b04cf62f7a6,APPROVED,Not Applicable,2026-02-15T17:02:54.227000Z,2026-02-15T17:06:33.399000Z,2026-02-15T18:42:52.388000Z,2026-02-15T17:06:33.788194Z,220,CPSEFESE,4554,64,Female,White,Malawi,United Kingdom,United Kingdom,English,No,Part-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc3b2775d78451c228d1,6745a3e1f805f1ca47b89afc,APPROVED,Not Applicable,2026-02-15T17:02:53.910000Z,2026-02-15T17:04:57.854000Z,2026-02-15T18:44:13.638000Z,2026-02-15T17:04:58.274530Z,124,CPSEFESE,110,28,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc3b5f7778d96c3c5d99,5ba17c2d6d7a520001bfabae,APPROVED,Not Applicable,2026-02-15T17:03:06.371000Z,2026-02-15T17:19:37.659000Z,2026-02-15T18:42:52.633000Z,2026-02-15T17:19:38.080247Z,992,CPSEFESE,2938,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc3c5c65df6bfeb020eb,682ce21b165a9eceeaa944c1,APPROVED,Not Applicable,2026-02-15T17:02:57.972000Z,2026-02-15T17:05:50.808000Z,2026-02-15T18:44:13.928000Z,2026-02-15T17:05:51.184801Z,173,CPSEFESE,494,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,N/A,N/A,Pass,N/A,N/A,N/A
6991fc3ca9045e4cdc68516d,697a400388ff4bcd707cde8e,APPROVED,Not Applicable,2026-02-15T17:02:57.337000Z,2026-02-15T17:08:37.538000Z,2026-02-15T18:44:14.271000Z,2026-02-15T17:08:38.033318Z,341,CPSEFESE,661,34,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,N/A,N/A,N/A
6991fc3cb1d37be275eef539,695d554039bb0a58df0222ab,APPROVED,Not Applicable,2026-02-15T17:02:58.370000Z,2026-02-15T17:09:05.502000Z,2026-02-15T18:44:14.521000Z,2026-02-15T17:09:05.924286Z,368,CPSEFESE,12,30,Male,Mixed,United States,United States,DATA_EXPIRED,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc3d69c14adf9903ad4e,62eac88dc8087b43cdf64480,APPROVED,Not Applicable,2026-02-15T17:02:56.289000Z,2026-02-15T17:06:05.534000Z,2026-02-15T18:44:14.765000Z,2026-02-15T17:06:05.970593Z,190,CPSEFESE,664,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,N/A,Pass,N/A,N/A,Pass,N/A
6991fc3f6029738c91f0de24,66929a6a268ccf0d6fce0d52,APPROVED,Not Applicable,2026-02-15T17:03:04.391000Z,2026-02-15T17:09:39.381000Z,2026-02-15T18:42:52.881000Z,2026-02-15T17:09:39.902924Z,395,CPSEFESE,1772,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,N/A,N/A,Pass,N/A,Pass,N/A
6991fc3f8c73df6440465617,63d6873b65a6170d64a652f6,APPROVED,Not Applicable,2026-02-15T17:03:01.486000Z,2026-02-15T17:10:16.067000Z,2026-02-15T18:44:15.016000Z,2026-02-15T17:10:16.575442Z,435,CPSEFESE,9753,43,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,N/A,Pass,Pass,N/A
6991fc41adc17c5828d6ddb3,5cb9ca6814b3cb0017e4f7dd,APPROVED,Not Applicable,2026-02-15T17:03:02.932000Z,2026-02-15T17:07:08.405000Z,2026-02-15T18:44:15.253000Z,2026-02-15T17:07:08.788759Z,246,CPSEFESE,4841,42,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc41e1906997f53d0c6d,60c969c12749ced10866921d,APPROVED,Not Applicable,2026-02-15T17:03:27.611000Z,2026-02-15T17:06:46.061000Z,2026-02-15T18:44:15.503000Z,2026-02-15T17:06:46.464026Z,199,CPSEFESE,11525,63,Male,White,United States,United States,United States,English,No,Full-Time,N/A,Pass,N/A,N/A,N/A,N/A
6991fc42e0b35f50887b40a1,5ded58a8217786000b2b2511,APPROVED,Not Applicable,2026-02-15T17:04:27.898000Z,2026-02-15T17:22:11.686000Z,2026-02-15T18:44:15.752000Z,2026-02-15T17:22:12.156982Z,1064,CPSEFESE,4130,69,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,N/A,N/A,Pass,N/A
6991fc446a8011124f9613b3,60fcf8392a83ae1b971d1199,APPROVED,Not Applicable,2026-02-15T17:03:04.084000Z,2026-02-15T17:05:33.217000Z,2026-02-15T18:42:53.103000Z,2026-02-15T17:05:33.775624Z,150,CPSEFESE,5717,28,Female,White,United States,United States,United States,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc44b1d37be275eef53e,558ffe16fdf99b3f7aada34d,APPROVED,Not Applicable,2026-02-15T17:03:07.821000Z,2026-02-15T17:07:19.479000Z,2026-02-15T18:42:53.355000Z,2026-02-15T17:07:19.873795Z,252,CPSEFESE,11739,39,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,N/A,N/A,N/A
6991fc459296d12951890c63,5ba0181462e04c0001f76d2b,APPROVED,Not Applicable,2026-02-15T17:03:23.044000Z,2026-02-15T17:06:24.988000Z,2026-02-15T18:42:53.580000Z,2026-02-15T17:06:25.387314Z,182,CPSEFESE,4556,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc45c1dd68de738cf422,5ea1e407df1e160c7db497c7,APPROVED,Not Applicable,2026-02-15T17:03:11.907000Z,2026-02-15T17:06:16.866000Z,2026-02-15T18:44:15.982000Z,2026-02-15T17:06:17.302199Z,185,CPSEFESE,3220,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,N/A,N/A,N/A,N/A
6991fc469d6dcff12d716a50,6600a9a3456d34307e6b48fa,APPROVED,Not Applicable,2026-02-15T17:03:05.956000Z,2026-02-15T17:06:17.596000Z,2026-02-15T18:44:16.216000Z,2026-02-15T17:06:17.983187Z,192,CPSEFESE,1273,25,Male,White,United States,United States,United States,English,No,Part-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc46acf213f8674b245b,583b397f54686200010f1d20,APPROVED,Not Applicable,2026-02-15T17:03:05.053000Z,2026-02-15T17:11:15.545000Z,2026-02-15T18:42:54.436000Z,2026-02-15T17:11:16.008282Z,491,CPSEFESE,17976,54,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc476726691c4368d032,66c4f3cb14cbfc4db836bd4e,APPROVED,Not Applicable,2026-02-15T17:03:07.267000Z,2026-02-15T17:07:43.072000Z,2026-02-15T18:42:54.691000Z,2026-02-15T17:07:43.436987Z,276,CPSEFESE,4678,52,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,N/A,N/A,Pass,N/A
6991fc48aa6bd204f8777b1c,63528ba658761afebd9f2925,APPROVED,Not Applicable,2026-02-15T17:03:09.246000Z,2026-02-15T17:05:27.617000Z,2026-02-15T18:42:54.944000Z,2026-02-15T17:05:28.025803Z,139,CPSEFESE,1501,38,Female,White,United States,United States,United States,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc495aa8ad1a9c1e1249,5e1103e212e922000bc4bdf9,APPROVED,Not Applicable,2026-02-15T17:03:09.698000Z,2026-02-15T17:05:55.579000Z,2026-02-15T18:42:55.168000Z,2026-02-15T17:05:56.016837Z,166,CPSEFESE,2940,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc4a531252fe1d08e249,645f2d6b7d2fa796bd75c72e,APPROVED,Not Applicable,2026-02-15T17:03:10.199000Z,2026-02-15T17:13:16.524000Z,2026-02-15T18:42:55.406000Z,2026-02-15T17:13:16.983343Z,607,CPSEFESE,2151,53,Female,White,Greece,United Kingdom,Greece,Greek,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,N/A,Pass,N/A
6991fc4a8e5be003b35f01db,5be1ac50ca095c0001b9f717,APPROVED,Not Applicable,2026-02-15T17:03:11.498000Z,2026-02-15T17:07:14.143000Z,2026-02-15T18:44:16.988000Z,2026-02-15T17:07:14.696671Z,243,CPSEFESE,18681,50,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc4b34ded94154b5084b,66d0e3c7266429eef768447b,APPROVED,Not Applicable,2026-02-15T17:03:14.174000Z,2026-02-15T17:09:17.292000Z,2026-02-15T18:42:55.637000Z,2026-02-15T17:09:17.691949Z,364,CPSEFESE,346,67,Female,White,Germany,United States,Germany,German,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,N/A,Pass,N/A
6991fc4bab64eafe4881167d,63076cd447ae6e2366804685,APPROVED,Not Applicable,2026-02-15T17:03:10.842000Z,2026-02-15T17:10:18.113000Z,2026-02-15T18:44:17.377000Z,2026-02-15T17:10:18.630748Z,428,CPSEFESE,4118,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc4ce1906997f53d0c70,5f59275d9a49e2140887ec41,APPROVED,Not Applicable,2026-02-15T17:03:13.579000Z,2026-02-15T17:07:47.971000Z,2026-02-15T18:42:55.949000Z,2026-02-15T17:07:48.356741Z,275,CPSEFESE,2230,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,N/A,N/A,Pass,N/A
6991fc4da33c4408f99eeeb5,5ced66139b5b490001b688ed,APPROVED,Not Applicable,2026-02-15T17:03:09.207000Z,2026-02-15T17:07:37.357000Z,2026-02-15T18:42:56.218000Z,2026-02-15T17:07:37.951319Z,269,CPSEFESE,6341,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc4dba7f3e19d7e7f74b,62d133496cf7f774b8bf98a0,APPROVED,Not Applicable,2026-02-15T17:03:47.319000Z,2026-02-15T17:08:54.136000Z,2026-02-15T18:42:56.473000Z,2026-02-15T17:08:54.562074Z,307,CPSEFESE,7224,51,Female,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,N/A,Pass,N/A
6991fc4e518dd7c487fb2dea,60d075b6af3d46debaf3cfd8,APPROVED,Not Applicable,2026-02-15T17:03:14.244000Z,2026-02-15T17:09:41.665000Z,2026-02-15T18:42:56.699000Z,2026-02-15T17:09:42.042158Z,388,CPSEFESE,3987,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking),Pass,N/A,N/A,N/A,Pass,N/A
6991fc4e91a178a2ec8e16a4,5f5bb87a0093333445af65f2,APPROVED,Not Applicable,2026-02-15T17:04:43.262000Z,2026-02-15T17:11:03.117000Z,2026-02-15T18:44:17.688000Z,2026-02-15T17:11:03.583865Z,380,CPSEFESE,6085,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc4f37a03e5877eaf2f6,663e1a9907cdddf3083763a9,APPROVED,Not Applicable,2026-02-15T17:03:14.822000Z,2026-02-15T17:07:38.454000Z,2026-02-15T18:44:17.937000Z,2026-02-15T17:07:39.218759Z,264,CPSEFESE,1130,21,Male,Asian,United States,United States,United States,English,Yes,Other,N/A,Pass,N/A,N/A,Pass,N/A
6991fc51bc6348bf28bce334,694a51fe73b8f659a4866639,APPROVED,Not Applicable,2026-02-15T17:03:19.711000Z,2026-02-15T17:06:51.406000Z,2026-02-15T18:42:56.965000Z,2026-02-15T17:06:51.858515Z,212,CPSEFESE,15,18,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,N/A,Pass,Pass,N/A
6991fc539afe4b959f7a90e2,5eb331bc1f70081249e6fb7a,APPROVED,Not Applicable,2026-02-15T17:03:15.417000Z,2026-02-15T17:08:39.999000Z,2026-02-15T18:42:57.233000Z,2026-02-15T17:08:40.442600Z,325,CPSEFESE,1880,51,Female,White,Ireland,United Kingdom,United Kingdom,English,No,Part-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc53f0709a596205e33c,5f58bfb2ea092304fbc3a777,APPROVED,Not Applicable,2026-02-15T17:03:21.796000Z,2026-02-15T17:06:47.155000Z,2026-02-15T18:42:57.463000Z,2026-02-15T17:06:47.588345Z,206,CPSEFESE,653,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc54ba7731a505abe742,6744d143eddffd17d345b192,APPROVED,Not Applicable,2026-02-15T17:04:09.249000Z,2026-02-15T17:10:02.780000Z,2026-02-15T18:44:18.173000Z,2026-02-15T17:10:03.262583Z,354,CPSEFESE,3560,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc54be150b7459f38616,698141c92e05e37125fe071b,APPROVED,Not Applicable,2026-02-15T17:03:22.806000Z,2026-02-15T17:07:22.214000Z,2026-02-15T18:42:57.906000Z,2026-02-15T17:07:22.613482Z,240,CPSEFESE,52,23,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,N/A,Pass,N/A
6991fc56014c743649f130ac,5d2e1c52c3651500159f0a69,APPROVED,Not Applicable,2026-02-15T17:04:24.823000Z,2026-02-15T17:14:22.032000Z,2026-02-15T18:44:18.394000Z,2026-02-15T17:14:22.473931Z,598,CPSEFESE,3515,41,Male,Asian,Thailand,United States,Thailand,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc56979bac37338359d3,5c309bb410677f0001dda0ed,APPROVED,Not Applicable,2026-02-15T17:03:22.963000Z,2026-02-15T17:09:31.480000Z,2026-02-15T18:44:18.630000Z,2026-02-15T17:09:31.868782Z,369,CPSEFESE,7579,45,Male,White,United States,United States,United States,English,No,Other,Pass,N/A,N/A,N/A,Pass,N/A
6991fc5a1c5b9e8e4d5a0c81,5aae8ddfe1546900019af8d2,APPROVED,Not Applicable,2026-02-15T17:03:26.748000Z,2026-02-15T17:06:00.282000Z,2026-02-15T18:44:19.052000Z,2026-02-15T17:06:00.717756Z,154,CPSEFESE,1162,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc5a4d4ecdc534dd74b1,5d747c71641e7d0019a27ad4,APPROVED,Not Applicable,2026-02-15T17:03:36.889000Z,2026-02-15T17:11:13.808000Z,2026-02-15T18:42:58.185000Z,2026-02-15T17:11:14.523640Z,457,CPSEFESE,2738,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc5ab1d37be275eef547,66ef27cedb6307178a650d79,APPROVED,Not Applicable,2026-02-15T17:03:27.146000Z,2026-02-15T17:08:48.306000Z,2026-02-15T18:42:58.434000Z,2026-02-15T17:08:48.744453Z,322,CPSEFESE,986,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc5b23e5256ed03860a0,677b8e386966144d94556597,APPROVED,Not Applicable,2026-02-15T17:03:28.384000Z,2026-02-15T17:10:26.446000Z,2026-02-15T18:44:19.321000Z,2026-02-15T17:10:26.911688Z,419,CPSEFESE,3546,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc5b2ab4dfc0579f6d01,5e28b7321a8c8f075abe34d0,APPROVED,Not Applicable,2026-02-15T17:03:30.213000Z,2026-02-15T17:10:19.592000Z,2026-02-15T18:44:19.580000Z,2026-02-15T17:10:19.994708Z,410,CPSEFESE,360,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,Pass,N/A,N/A
6991fc5dd47a35fcfcce125a,63d455ba1597e5cf03740bec,APPROVED,Not Applicable,2026-02-15T17:03:30.031000Z,2026-02-15T17:08:36.844000Z,2026-02-15T18:44:19.887000Z,2026-02-15T17:08:37.848998Z,307,CPSEFESE,1019,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc5e3e1f686ab3d51497,66c20b634a3b292d25596fbc,APPROVED,Not Applicable,2026-02-15T17:03:37.912000Z,2026-02-15T17:04:51.558000Z,2026-02-15T18:44:20.121000Z,2026-02-15T17:04:52.022935Z,74,CPSEFESE,3314,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A
6991fc5e6349023f47d6add9,59a9c0291b7a550001d6392e,APPROVED,Not Applicable,2026-02-15T17:03:29.358000Z,2026-02-15T17:08:11.428000Z,2026-02-15T18:42:58.670000Z,2026-02-15T17:08:11.802287Z,283,CPSEFESE,6867,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc5ef7e3997b7a7ae023,6720d262ceed23c1ad0be1c7,APPROVED,Not Applicable,2026-02-15T17:03:33.747000Z,2026-02-15T17:07:58.743000Z,2026-02-15T18:44:20.381000Z,2026-02-15T17:07:59.140290Z,265,CPSEFESE,2865,36,Male,White,United States,United States,United States,English,No,Part-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc5f0758aa5b3ba1a532,665ba5fad0a8c603ab8b5242,APPROVED,Not Applicable,2026-02-15T17:03:31.253000Z,2026-02-15T17:05:50.367000Z,2026-02-15T18:42:58.897000Z,2026-02-15T17:05:50.792015Z,140,CPSEFESE,1531,28,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,N/A,Pass,N/A,N/A,Pass,N/A
6991fc5f8acee402d58a50ff,5e98e245aa25c6120f522a40,APPROVED,Not Applicable,2026-02-15T17:12:30.699000Z,2026-02-15T17:33:07.588000Z,2026-02-15T18:44:20.621000Z,2026-02-15T17:33:08.236136Z,1237,CPSEFESE,1594,41,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,Pass,Pass,N/A
6991fc5feabbd5f26dff3dc7,668beeeac6158723009d2b8a,APPROVED,Not Applicable,2026-02-15T17:03:30.337000Z,2026-02-15T17:06:03.517000Z,2026-02-15T18:42:59.147000Z,2026-02-15T17:06:03.965355Z,154,CPSEFESE,1603,27,Female,White,United States,United States,United States,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc608100b3b4a7427c3c,5db143c6711b3c00180fdea1,APPROVED,Not Applicable,2026-02-15T17:03:33.505000Z,2026-02-15T17:07:50.624000Z,2026-02-15T18:42:59.381000Z,2026-02-15T17:07:51.001906Z,258,CPSEFESE,3558,46,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc61000c31d11856ba37,5ee642c9f5cb343a58b1ef13,APPROVED,Not Applicable,2026-02-15T17:03:33.526000Z,2026-02-15T17:07:51.500000Z,2026-02-15T18:44:20.836000Z,2026-02-15T17:07:52.792882Z,258,CPSEFESE,6731,44,Male,White,United States,United States,United States,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc61be150b7459f38619,65c900c7a7dc9db70e311289,APPROVED,Not Applicable,2026-02-15T17:04:18.087000Z,2026-02-15T17:07:46.219000Z,2026-02-15T18:42:59.623000Z,2026-02-15T17:07:46.727060Z,209,CPSEFESE,2795,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc629fce8bac9fce47b3,697a489c4b1d464ab33b481e,APPROVED,Not Applicable,2026-02-15T17:03:34.301000Z,2026-02-15T17:06:22.607000Z,2026-02-15T18:42:59.871000Z,2026-02-15T17:06:23.042864Z,169,CPSEFESE,54,18,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),N/A,N/A,Pass,N/A,Pass,N/A
6991fc63531252fe1d08e24e,6352ec755434712aa8f45ee4,APPROVED,Not Applicable,2026-02-15T17:03:35.592000Z,2026-02-15T17:07:51.475000Z,2026-02-15T18:43:00.124000Z,2026-02-15T17:07:51.881915Z,256,CPSEFESE,1199,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,N/A,N/A
6991fc63f686cd5e9bfd6d9b,559272f4fdf99b7e42e96932,APPROVED,Not Applicable,2026-02-15T17:03:36.275000Z,2026-02-15T17:13:47.325000Z,2026-02-15T18:44:21.073000Z,2026-02-15T17:13:47.718724Z,612,CPSEFESE,7780,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc645c64c34f708bdfbb,5b707a406f0ed10001bfb973,APPROVED,Not Applicable,2026-02-15T17:03:55.740000Z,2026-02-15T17:05:57.856000Z,2026-02-15T18:43:00.385000Z,2026-02-15T17:05:58.229834Z,123,CPSEFESE,3057,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A
6991fc64d0123d112f0eab24,65ca7b52b557f4aa965301ef,APPROVED,Not Applicable,2026-02-15T17:03:36.836000Z,2026-02-15T17:10:30.053000Z,2026-02-15T18:43:00.631000Z,2026-02-15T17:10:30.462586Z,414,CPSEFESE,4578,42,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,N/A,Pass,Pass,N/A
6991fc6617272edc6dc928ec,632887fe29453b90ee3fb295,APPROVED,Not Applicable,2026-02-15T17:03:41.185000Z,2026-02-15T17:06:57.557000Z,2026-02-15T18:44:21.306000Z,2026-02-15T17:06:57.921409Z,197,CPSEFESE,4011,39,Male,White,United States,United States,United States,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc6645f98e24abe57959,64d542239dcf23c895827837,APPROVED,Not Applicable,2026-02-15T17:03:41.220000Z,2026-02-15T17:08:09.987000Z,2026-02-15T18:44:21.541000Z,2026-02-15T17:08:10.423116Z,269,CPSEFESE,3297,50,Male,White,United States,United States,United States,English,Yes,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc669c912490bb8365da,60e0dc6be0772b7dfdad9b2c,APPROVED,Not Applicable,2026-02-15T17:03:40.908000Z,2026-02-15T17:11:51.550000Z,2026-02-15T18:44:21.782000Z,2026-02-15T17:11:51.981641Z,491,CPSEFESE,4414,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc678968a36426252d9f,5c1655c7ad682500017070d2,APPROVED,Not Applicable,2026-02-15T17:03:41.786000Z,2026-02-15T17:09:02.922000Z,2026-02-15T18:44:22.036000Z,2026-02-15T17:09:03.341685Z,322,CPSEFESE,14913,37,Male,White,United States,United States,United States,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc681067070fba12b29f,5ede976d873bba121db3fe20,APPROVED,Not Applicable,2026-02-15T17:03:45.566000Z,2026-02-15T17:08:27.557000Z,2026-02-15T18:43:00.902000Z,2026-02-15T17:08:27.937547Z,282,CPSEFESE,132,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc69718750f2f756f1f9,65cb86a7e667e637599a3af3,APPROVED,Not Applicable,2026-02-15T17:03:47.527000Z,2026-02-15T17:07:14.111000Z,2026-02-15T18:43:01.268000Z,2026-02-15T17:07:14.533924Z,207,CPSEFESE,3448,27,Female,Asian,Philippines,United States,Philippines,Tagalog-Filipino,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A
6991fc6987a4b56b2c216226,5efa3b73f0ef1585a149d72b,APPROVED,Not Applicable,2026-02-15T17:03:43.362000Z,2026-02-15T17:07:19.486000Z,2026-02-15T18:43:01.572000Z,2026-02-15T17:07:19.869098Z,217,CPSEFESE,901,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc69d19584c621770731,612399c71548ff3b47e406e8,APPROVED,Not Applicable,2026-02-15T17:04:41.993000Z,2026-02-15T17:09:00.101000Z,2026-02-15T18:44:22.381000Z,2026-02-15T17:09:00.493441Z,259,CPSEFESE,4285,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,Pass,N/A,N/A,N/A,N/A
6991fc6a5a980868b6be5ac9,5d542c3a5af5900019bc80c4,APPROVED,Not Applicable,2026-02-15T17:03:43.023000Z,2026-02-15T17:06:12.722000Z,2026-02-15T18:43:01.823000Z,2026-02-15T17:06:13.187213Z,150,CPSEFESE,8169,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,N/A,N/A,Pass,N/A
6991fc6c482b7d77ef3b92ed,5dbc4daee5b13d1f2d4577d0,APPROVED,Not Applicable,2026-02-15T17:09:02.905000Z,2026-02-15T17:12:25.012000Z,2026-02-15T18:43:02.086000Z,2026-02-15T17:12:25.438251Z,203,CPSEFESE,1384,26,Female,White,Portugal,United Kingdom,Portugal,Portuguese,No,Part-Time,Pass,N/A,N/A,N/A,Pass,N/A
