StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific,Q136,geography,Q106,religious,Q134,number,Q110,political,Q138,maybe,mot_1,surprise_1,att.surprise,jus_1,att.jus,bet_1,double_1,consider_1,predict_1,context_1,Q146_1,att.sense,dishonest_1,Q150_1,serious_1,Q149_1,single_1,really_1,deeper_1,age,gen,race,PROLIFIC_PID,thought,text,FL_95_DO,FL_42_DO,FL_136_DO,FL_150_DO,FL_151_DO
2026-03-23 15:31:43,2026-03-23 15:36:51,0,213.105.229.125,100,307,1,2026-03-23 15:36:52,R_82n2o0FjKGyjXuH,,,,,52.4724,-1.4636,anonymous,EN,1,697bc0049bada14424bebac5,,,4,There is a creator of human beings and universe,,,,,,,64,79,3,74,1,96,91,100,75,37,9,2,,,,,,,,,,,697bc0049bada14424bebac5,1,There is a creator of human beings and universe,FL_99|FL_101|FL_137|FL_103|FL_98,Double-bookkeeping|Beliefbecauseofevidence|FL_80|Considered|Betting|FL_78|Context-sensitivity|Prediction,FL_143|Deepersense|Singlebookkeeping|Reallybelieve|FL_150|FL_151,,
2026-03-23 15:31:39,2026-03-23 15:36:52,0,71.38.73.13,100,313,1,2026-03-23 15:36:53,R_6NlLlzdMtypWPgB,,,,,36.0102,-115.2183,anonymous,EN,1,6679dc943f855ba978447c25,,,4,"Whenever I pray I get religious thoughts. Jesus died for me and my sins, no matter how bad they are, have been forgiven which is a comfort.",,,,,,,100,100,3,94,1,100,2,99,100,0,0,3,,0,,,100,100,100,,,,6679dc943f855ba978447c25,1,"Whenever I pray I get religious thoughts. Jesus died for me and my sins, no matter how bad they are, have been forgiven which is a comfort.",FL_99|FL_137|FL_103|FL_98|FL_101,Beliefbecauseofevidence|FL_80|Betting|Considered|Double-bookkeeping|FL_78|Prediction|Context-sensitivity,Deepersense|Reallybelieve|Singlebookkeeping|FL_150|FL_143|FL_151,Dishonest2,
2026-03-23 15:32:00,2026-03-23 15:36:59,0,86.172.162.58,100,298,1,2026-03-23 15:36:59,R_8Owao81V8UQPHCU,,,,,51.5844,-3.2123,anonymous,EN,1,57db00fcb9fb6f0001dda512,5,,5,,,,5,,4,there are more stars in the solar system than grains of sand on the planet,2,8,3,10,1,14,60,36,0,57,70,1,,16,,68,15,21,28,42,1,2,57db00fcb9fb6f0001dda512,1,there are more stars in the solar system than grains of sand on the planet,FL_98|FL_99|FL_103|FL_137|FL_101,Betting|Double-bookkeeping|Prediction|Beliefbecauseofevidence|FL_80|Considered|Context-sensitivity|FL_78,FL_150|Singlebookkeeping|FL_143|FL_151|Reallybelieve|Deepersense,Dishonest2,Serious2
2026-03-23 15:31:21,2026-03-23 15:37:13,0,194.207.104.58,100,351,1,2026-03-23 15:37:13,R_2FQIuYA4XyNpSj6,,,,,53.7606,-0.3734,anonymous,EN,1,5f53f6458dff8f755bac4a9d,,,,,4,"there are thousands of different kinds of factories in the world ",,,,,88,100,3,100,1,100,0,65,0,0,0,1,0,,100,,100,100,50,25,2,2,5f53f6458dff8f755bac4a9d,1,"there are thousands of different kinds of factories in the world ",FL_101|FL_98|FL_99|FL_103|FL_137,Considered|Betting|Beliefbecauseofevidence|Context-sensitivity|Prediction|FL_78|FL_80|Double-bookkeeping,FL_151|Singlebookkeeping|Deepersense|FL_150|Reallybelieve|FL_143,Dishonest,Serious
2026-03-23 15:32:07,2026-03-23 15:37:16,0,86.149.78.129,100,309,1,2026-03-23 15:37:17,R_8v2C2rlzHNUo5DH,,,,,51.6251,-3.4723,anonymous,EN,1,5ef5247a50dc6b18130d27d0,,,4,That there is a God and Heaven but I am going to go to Hell,,,,,,,18,31,3,82,1,31,75,100,62,99,23,1,66,,,93,67,23,26,57,1,2,5ef5247a50dc6b18130d27d0,1,That there is a God and Heaven but I am going to go to Hell,FL_99|FL_98|FL_137|FL_101|FL_103,Beliefbecauseofevidence|Prediction|Context-sensitivity|FL_80|Considered|Double-bookkeeping|Betting|FL_78,FL_143|FL_151|Deepersense|FL_150|Reallybelieve|Singlebookkeeping,Dishonest,Serious2
2026-03-23 15:33:19,2026-03-23 15:37:17,0,172.56.170.141,100,237,1,2026-03-23 15:37:17,R_1LBab4rXcmMhTHk,,,,,38.4799,-121.4451,anonymous,EN,1,663804db4a6604d0e14fdb17,,,,,,,4,Our whole political system needs to be torn down and rebuilt.,,,81,100,3,100,1,85,0,45,62,0,0,1,,0,,0,100,100,100,30,1,2,663804db4a6604d0e14fdb17,1,Our whole political system needs to be torn down and rebuilt.,FL_103|FL_101|FL_99|FL_137|FL_98,Double-bookkeeping|FL_80|Prediction|Beliefbecauseofevidence|FL_78|Considered|Context-sensitivity|Betting,Deepersense|Singlebookkeeping|Reallybelieve|FL_151|FL_150|FL_143,Dishonest2,Serious2
2026-03-23 15:31:09,2026-03-23 15:37:26,0,73.249.61.62,100,376,1,2026-03-23 15:37:26,R_3NCcdCQQVPuWwAV,,,,,41.6358,-72.4668,anonymous,EN,1,69864995ddacce2029a50fe2,5,,4,How big are Heaven and Hell to accommodate everyone in human history?,,,,,,,0,50,3,16,1,0,0,0,0,0,3,1,,63,,66,2,49,19,31,2,2,69864995ddacce2029a50fe2,1,How big are Heaven and Hell to accommodate everyone in human history?,FL_98|FL_99|FL_103|FL_101|FL_137,Double-bookkeeping|FL_80|Prediction|Context-sensitivity|Considered|Betting|Beliefbecauseofevidence|FL_78,Reallybelieve|FL_151|Deepersense|Singlebookkeeping|FL_150|FL_143,Dishonest2,Serious2
2026-03-23 15:32:14,2026-03-23 15:37:28,0,31.51.19.103,100,314,1,2026-03-23 15:37:29,R_2AqPRafKqSd8c4p,,,,,51.9003,0.0217,anonymous,EN,1,5e89ec793c01b3685a00bb12,,,,,4,"how much money is out there? in an average road, with 100 houses, theres an average income of £40,000 a year. £4m a year in that rd alone.",,,,,100,100,3,100,1,100,0,100,80,65,0,1,,0,100,,100,100,100,46,2,2,5e89ec793c01b3685a00bb12,1,"how much money is out there? in an average road, with 100 houses, theres an average income of £40,000 a year. £4m a year in that rd alone.",FL_101|FL_98|FL_99|FL_137|FL_103,Double-bookkeeping|FL_80|FL_78|Considered|Beliefbecauseofevidence|Context-sensitivity|Prediction|Betting,Reallybelieve|Deepersense|FL_150|FL_151|Singlebookkeeping|FL_143,Dishonest2,Serious
2026-03-23 15:31:11,2026-03-23 15:37:38,0,147.161.142.95,100,387,1,2026-03-23 15:37:38,R_2NEqEF6aQ6DmHrq,,,,,51.5081,-0.1278,anonymous,EN,1,5dcfaad2dd9a740c2493fc28,4,Why are all the cities in Australia positioned on the coast and the rest of the land is pretty empty?,,,,,,,,,100,100,3,100,1,99,3,95,20,5,0,1,0,,95,,100,98,91,36,2,2,5dcfaad2dd9a740c2493fc28,1,Why are all the cities in Australia positioned on the coast and the rest of the land is pretty empty?,FL_98|FL_137|FL_101|FL_103|FL_99,Prediction|FL_80|Context-sensitivity|Double-bookkeeping|Beliefbecauseofevidence|FL_78|Considered|Betting,Deepersense|FL_151|Singlebookkeeping|FL_143|Reallybelieve|FL_150,Dishonest,Serious
2026-03-23 15:30:45,2026-03-23 15:37:46,0,84.64.70.212,100,421,1,2026-03-23 15:37:47,R_2eUVYePFDLT5rbv,,,,,54.58,-5.928,anonymous,EN,1,5c4f5967aac8be0001716a65,4,I thought about which countries border the Mediterranean Sea.,,,,,,,,,88,17,3,93,1,89,13,59,12,13,13,2,,,,,,,,,,,5c4f5967aac8be0001716a65,1,I thought about which countries border the Mediterranean Sea.,FL_98|FL_99|FL_137|FL_101|FL_103,Betting|Considered|FL_78|FL_80|Context-sensitivity|Double-bookkeeping|Prediction|Beliefbecauseofevidence,FL_143|Singlebookkeeping|Deepersense|FL_151|Reallybelieve|FL_150,,
2026-03-23 15:31:36,2026-03-23 15:37:50,0,99.0.80.192,100,374,1,2026-03-23 15:37:50,R_3s0Q63Jy2boliq5,,,,,37.7618,-121.9133,anonymous,EN,1,69918b5c47f7550961f1bcb0,,,4,does God exist?,,,,,5,,39,34,3,65,1,29,63,76,68,68,4,1,,22,,45,64,55,59,46,2,5,69918b5c47f7550961f1bcb0,1,does God exist?,FL_137|FL_99|FL_98|FL_103|FL_101,Prediction|Betting|Context-sensitivity|FL_80|Considered|Beliefbecauseofevidence|Double-bookkeeping|FL_78,Deepersense|FL_150|FL_143|FL_151|Singlebookkeeping|Reallybelieve,Dishonest2,Serious2
2026-03-23 15:32:16,2026-03-23 15:37:57,0,73.202.215.237,100,340,1,2026-03-23 15:37:58,R_1qPue0MvT4HexSj,,,,,36.7126,-121.6437,anonymous,EN,1,673d335367c6c8302aabdd1e,,,,,4,"there are 1,400 volunteers at my nonprofit ",,,,,66,6,3,61,1,60,82,36,21,0,27,1,23,,,36,64,31,36,22,5,9,673d335367c6c8302aabdd1e,1,"there are 1,400 volunteers at my nonprofit ",FL_101|FL_103|FL_137|FL_99|FL_98,Context-sensitivity|Beliefbecauseofevidence|FL_80|FL_78|Betting|Considered|Double-bookkeeping|Prediction,Singlebookkeeping|FL_143|Reallybelieve|FL_150|Deepersense|FL_151,Dishonest,Serious2
2026-03-23 15:31:45,2026-03-23 15:38:02,0,73.231.178.191,100,377,1,2026-03-23 15:38:03,R_717IMHQTBtfLzM0,,,,,37.4043,-122.0748,anonymous,EN,1,695bf4a038e852c6d3e5f881,,,,,,,,,4,Opossums are nocturnal.,65,100,3,98,1,92,0,82,9,10,0,1,0,,,0,100,100,100,27,1,3,695bf4a038e852c6d3e5f881,1,Opossums are nocturnal.,FL_137|FL_99|FL_98|FL_101|FL_103,Betting|Considered|Prediction|Context-sensitivity|Beliefbecauseofevidence|FL_80|FL_78|Double-bookkeeping,FL_150|FL_143|Singlebookkeeping|Reallybelieve|FL_151|Deepersense,Dishonest,Serious2
2026-03-23 15:32:45,2026-03-23 15:38:04,0,76.177.9.35,100,319,1,2026-03-23 15:38:05,R_6gwnUQaKbT8BW1s,,,,,37.7548,-84.2985,anonymous,EN,1,66b75d263e993100952a197e,,,4,How do these MAGAs justify calling themselves Christian?,,,,,,,59,0,3,94,1,86,100,81,70,0,19,2,16,,,,,,,,,,66b75d263e993100952a197e,1,How do these MAGAs justify calling themselves Christian?,FL_99|FL_137|FL_98|FL_101|FL_103,Double-bookkeeping|Considered|Context-sensitivity|FL_80|Beliefbecauseofevidence|Betting|Prediction|FL_78,FL_150|FL_143|FL_151|Deepersense|Singlebookkeeping|Reallybelieve,Dishonest,
2026-03-23 15:30:52,2026-03-23 15:38:09,0,97.95.85.249,100,436,1,2026-03-23 15:38:09,R_3nRxje6YN5brd7P,,,,,46.4991,-87.6118,anonymous,EN,1,69a8cb9c2aa1541714b1a963,4,North is behind me,,,,,,,,,91,23,3,95,1,22,9,89,0,100,0,1,,61,,50,86,23,13,28,2,2,69a8cb9c2aa1541714b1a963,1,North is behind me,FL_98|FL_99|FL_103|FL_137|FL_101,Considered|Prediction|Double-bookkeeping|FL_78|FL_80|Context-sensitivity|Betting|Beliefbecauseofevidence,Singlebookkeeping|Deepersense|FL_151|FL_150|Reallybelieve|FL_143,Dishonest2,Serious2
2026-03-23 15:31:35,2026-03-23 15:38:20,0,172.58.118.230,100,405,1,2026-03-23 15:38:21,R_7FJV3pSfPh6oIkO,,,,,33.7256,-117.9119,anonymous,EN,1,5d37d2861566530016a061de,,,4,Just the fact that sometimes i wonder if god is seeing me all the time?,,,,,,,85,96,3,80,1,87,74,90,77,16,20,1,,8,,11,80,90,82,48,2,3,5d37d2861566530016a061de,1,Just the fact that sometimes i wonder if god is seeing me all the time?,FL_99|FL_103|FL_101|FL_98|FL_137,Considered|Prediction|Double-bookkeeping|Beliefbecauseofevidence|Context-sensitivity|FL_78|FL_80|Betting,Deepersense|FL_150|FL_143|FL_151|Singlebookkeeping|Reallybelieve,Dishonest2,Serious2
2026-03-23 15:32:03,2026-03-23 15:38:25,0,74.140.107.162,100,381,1,2026-03-23 15:38:25,R_1ndreRvmTeZtkF1,,,,,40.0732,-82.4017,anonymous,EN,1,5f2f03deec679e2cf4a992e6,,,4,Those who choose not to follow God at the end of days will find themselves in the lake of fire.,,,,,,,100,100,3,96,1,100,1,83,87,4,0,1,,0,,0,100,100,100,37,2,2,5f2f03deec679e2cf4a992e6,1,Those who choose not to follow God at the end of days will find themselves in the lake of fire.,FL_99|FL_103|FL_137|FL_101|FL_98,Beliefbecauseofevidence|Prediction|FL_80|Double-bookkeeping|FL_78|Context-sensitivity|Considered|Betting,FL_150|FL_143|FL_151|Reallybelieve|Singlebookkeeping|Deepersense,Dishonest2,Serious2
2026-03-23 15:32:13,2026-03-23 15:38:37,0,82.69.117.230,100,384,1,2026-03-23 15:38:37,R_8doqJX9U6OYK8Kh,,,,,51.43,-0.0492,anonymous,EN,1,5788c16f275be600013590a8,,,,,,,4,We should bring back the death penalty for some violent crimes and introduce chemical castration for sex crimes.,,,33,59,3,89,1,65,0,99,16,13,2,3,,0,,3,,,92,,,,5788c16f275be600013590a8,1,We should bring back the death penalty for some violent crimes and introduce chemical castration for sex crimes.,FL_103|FL_99|FL_137|FL_101|FL_98,Double-bookkeeping|FL_78|Prediction|FL_80|Beliefbecauseofevidence|Context-sensitivity|Betting|Considered,FL_151|FL_150|Deepersense|FL_143|Reallybelieve|Singlebookkeeping,Dishonest2,Serious2
2026-03-23 15:31:24,2026-03-23 15:38:44,0,92.16.180.52,100,439,1,2026-03-23 15:38:44,R_22QIDE65DzKw1Dq,,,,,52.8996,-1.2714,anonymous,EN,1,5d301a7c9f79cb001cdcbc91,4,My true home in the West Midlands of England. My favourite village is there,,,,,,,,,60,86,3,77,1,0,0,79,0,3,7,1,0,,,0,87,100,69,47,2,2,5d301a7c9f79cb001cdcbc91,1,My true home in the West Midlands of England. My favourite village is there,FL_98|FL_137|FL_99|FL_103|FL_101,Double-bookkeeping|Considered|Beliefbecauseofevidence|Prediction|FL_80|Betting|Context-sensitivity|FL_78,FL_150|FL_143|FL_151|Singlebookkeeping|Deepersense|Reallybelieve,Dishonest,Serious2
2026-03-23 15:32:02,2026-03-23 15:38:47,0,174.202.166.47,100,405,1,2026-03-23 15:38:48,R_7LYZgjPHWg57DFX,,,,,35.4662,-97.5168,anonymous,EN,1,677c01af998cc4cb005028ad,,,,,4,Cookie has a lot of knowledge.,,,,,100,100,3,100,1,100,0,0,53,0,0,3,0,,,0,100,100,,,,,677c01af998cc4cb005028ad,1,Cookie has a lot of knowledge.,FL_101|FL_99|FL_98|FL_137|FL_103,Double-bookkeeping|Considered|Context-sensitivity|FL_78|Prediction|FL_80|Betting|Beliefbecauseofevidence,Singlebookkeeping|FL_150|FL_151|Reallybelieve|FL_143|Deepersense,Dishonest,Serious2
2026-03-23 15:32:10,2026-03-23 15:38:51,0,75.16.196.59,100,401,1,2026-03-23 15:38:51,R_3H8qnsrQgxKeSoL,,,,,35.5774,-97.6412,anonymous,EN,1,65fb580ab7fbb2d518ee8eaa,,,,,4,"I thought about my oldest daughter and how she has 4 kids. It made me think of how young she was when she started having kids, similar to me",,,,,100,100,3,100,1,100,0,100,0,0,0,1,,0,,0,100,100,100,46,1,9,65fb580ab7fbb2d518ee8eaa,1,"I thought about my oldest daughter and how she has 4 kids. It made me think of how young she was when she started having kids, similar to me",FL_101|FL_98|FL_103|FL_137|FL_99,FL_78|Betting|FL_80|Beliefbecauseofevidence|Context-sensitivity|Prediction|Considered|Double-bookkeeping,FL_143|FL_150|Deepersense|FL_151|Reallybelieve|Singlebookkeeping,Dishonest2,Serious2
2026-03-23 15:32:35,2026-03-23 15:38:51,0,172.114.44.210,100,376,1,2026-03-23 15:38:52,R_5ItqXGue3ZvifjI,,,,,33.8951,-118.291,anonymous,EN,1,69a21261ab72724183f21a12,,,,,,,,,4,Dogs sweat through their paws,100,100,3,0,1,100,0,7,0,0,0,1,,0,100,,100,100,100,37,1,5,69a21261ab72724183f21a12,1,Dogs sweat through their paws,FL_137|FL_98|FL_101|FL_99|FL_103,Context-sensitivity|FL_78|FL_80|Betting|Prediction|Double-bookkeeping|Considered|Beliefbecauseofevidence,Reallybelieve|Singlebookkeeping|FL_151|FL_150|FL_143|Deepersense,Dishonest2,Serious
2026-03-23 15:32:59,2026-03-23 15:39:02,0,136.61.210.190,100,362,1,2026-03-23 15:39:02,R_1rwfRaFrcps2rq4,,,,,38.8715,-94.7713,anonymous,EN,1,6985fbd2414edbeabfa06ee6,,,4,I often say that it is a round world.  Do nice for everyone and it will come back to reward you.,,,,,,,100,100,3,100,1,100,0,100,100,0,0,1,,0,,0,100,100,100,55,2,2,6985fbd2414edbeabfa06ee6,1,I often say that it is a round world.  Do nice for everyone and it will come back to reward you.,FL_99|FL_101|FL_98|FL_103|FL_137,FL_80|FL_78|Considered|Prediction|Context-sensitivity|Double-bookkeeping|Beliefbecauseofevidence|Betting,FL_143|Singlebookkeeping|Deepersense|Reallybelieve|FL_151|FL_150,Dishonest2,Serious2
2026-03-23 15:32:03,2026-03-23 15:39:09,0,108.17.147.12,100,425,1,2026-03-23 15:39:09,R_3qarY2cTcrUJlwd,,,,,37.045,-76.4067,anonymous,EN,1,69a9bf23323485aca3e8ce33,,,,,,,,,4,"Tsunami could destroy a hotel building ",38,68,3,100,1,12,58,45,0,12,0,3,,0,,,,,67,,,,69a9bf23323485aca3e8ce33,1,"Tsunami could destroy a hotel building ",FL_137|FL_103|FL_101|FL_99|FL_98,Context-sensitivity|FL_80|Betting|FL_78|Beliefbecauseofevidence|Double-bookkeeping|Considered|Prediction,FL_150|Deepersense|FL_143|FL_151|Singlebookkeeping|Reallybelieve,Dishonest2,
2026-03-23 15:31:30,2026-03-23 15:39:19,0,35.150.243.137,100,469,1,2026-03-23 15:39:19,R_1PilWmOgGVKEtJT,,,,,33.8775,-84.5017,anonymous,EN,1,6562177a48308eebbb6359ea,,,,,,,4,I often feel that anarchy would be more fair than the current political system.,,,7,20,3,100,1,9,46,95,3,33,0,1,7,,68,,81,62,52,54,2,2,6562177a48308eebbb6359ea,1,I often feel that anarchy would be more fair than the current political system.,FL_103|FL_99|FL_101|FL_98|FL_137,FL_80|FL_78|Betting|Double-bookkeeping|Considered|Beliefbecauseofevidence|Context-sensitivity|Prediction,FL_143|Singlebookkeeping|Reallybelieve|FL_151|Deepersense|FL_150,Dishonest,Serious
2026-03-23 15:31:40,2026-03-23 15:39:20,0,86.187.228.247,100,460,1,2026-03-23 15:39:20,R_8QQcdryIuppFxeI,,,,,51.4964,-0.1224,anonymous,EN,1,5f39a2fd2d394917284dd66f,,,,,4,The movie I was watching a minute ago had 3 lions in it,,,,,61,98,3,86,1,92,3,16,0,0,0,1,0,,,0,100,100,100,56,1,2,5f39a2fd2d394917284dd66f,1,The movie I was watching a minute ago had 3 lions in it,FL_101|FL_137|FL_103|FL_99|FL_98,Double-bookkeeping|Considered|FL_80|Context-sensitivity|Beliefbecauseofevidence|FL_78|Betting|Prediction,Reallybelieve|FL_151|Deepersense|FL_150|FL_143|Singlebookkeeping,Dishonest,Serious2
2026-03-23 15:33:06,2026-03-23 15:39:22,0,74.83.23.105,100,375,1,2026-03-23 15:39:22,R_3dH3YtOTbYjy3tk,,,,,39.1101,-84.6607,anonymous,EN,1,696bf9ee3e009f11d85b947f,,,4,"How can we determine what is a ""correct"" higher power when there are different belief systems ",,,,,,,50,66,3,40,1,68,19,62,10,77,27,1,,36,,43,53,71,47,45,1,2,696bf9ee3e009f11d85b947f,1,"How can we determine what is a ""correct"" higher power when there are different belief systems ",FL_99|FL_98|FL_137|FL_101|FL_103,Betting|FL_78|Prediction|Context-sensitivity|Beliefbecauseofevidence|Double-bookkeeping|FL_80|Considered,Singlebookkeeping|FL_150|Deepersense|Reallybelieve|FL_151|FL_143,Dishonest2,Serious2
2026-03-23 15:31:14,2026-03-23 15:39:41,0,172.56.70.4,100,506,1,2026-03-23 15:39:42,R_32DfaTERwG7xvlm,,,,,33.7468,-84.3137,anonymous,EN,1,695ff237e1c9499deab1146d,,,,,,,,,4,Ryu from Street Fighter's name means dragon in Japanese.,100,100,3,100,1,100,0,46,1,0,0,1,,0,100,,100,100,100,43,2,2,695ff237e1c9499deab1146d,1,Ryu from Street Fighter's name means dragon in Japanese.,FL_137|FL_99|FL_98|FL_103|FL_101,Double-bookkeeping|Prediction|FL_78|Beliefbecauseofevidence|FL_80|Betting|Considered|Context-sensitivity,Singlebookkeeping|FL_151|Reallybelieve|FL_150|Deepersense|FL_143,Dishonest2,Serious
2026-03-23 15:31:23,2026-03-23 15:39:59,0,70.120.180.7,100,515,1,2026-03-23 15:39:59,R_7F2ifKnxgCPVAyX,,,,,31.8565,-106.592,anonymous,EN,1,66a02d45a7db35d93c9f6a81,,,4,I thought about those who not believe in religion dying.,5,,5,,,,69,61,3,73,1,43,65,60,35,64,72,2,,,,66,,,,,,,66a02d45a7db35d93c9f6a81,1,I thought about those who not believe in religion dying.,FL_103|FL_101|FL_99|FL_137|FL_98,Prediction|Context-sensitivity|Double-bookkeeping|Betting|Considered|FL_78|Beliefbecauseofevidence|FL_80,FL_151|FL_143|Reallybelieve|FL_150|Singlebookkeeping|Deepersense,,Serious2
2026-03-23 15:33:56,2026-03-23 15:40:04,0,73.96.74.167,100,368,1,2026-03-23 15:40:04,R_5QikrqZOaNm8j5k,,,,,45.5375,-122.5989,anonymous,EN,1,6439196ac8edf1bbd8c44d13,,,,,4,My Great-Grandmother had 7 children.,,,,,100,100,3,100,1,100,3,100,2,0,0,1,,0,,0,97,100,100,42,1,2,6439196ac8edf1bbd8c44d13,1,My Great-Grandmother had 7 children.,FL_101|FL_137|FL_103|FL_99|FL_98,FL_78|Prediction|Considered|Betting|Beliefbecauseofevidence|Double-bookkeeping|Context-sensitivity|FL_80,FL_143|Singlebookkeeping|FL_150|Reallybelieve|FL_151|Deepersense,Dishonest2,Serious2
2026-03-23 15:32:27,2026-03-23 15:40:28,0,170.215.193.104,100,480,1,2026-03-23 15:40:28,R_7f7TMOtb7MRLz7X,,,,,39.345,-78.7509,anonymous,EN,1,5f300bc5ad7a2d42181effbc,,,,,4,"I have two dogs. Is two enough dogs, could I handle one more?",,,,,0,22,3,100,1,39,76,91,63,100,12,1,50,,,73,90,38,37,44,1,2,5f300bc5ad7a2d42181effbc,1,"I have two dogs. Is two enough dogs, could I handle one more?",FL_101|FL_103|FL_98|FL_99|FL_137,FL_78|Beliefbecauseofevidence|Double-bookkeeping|FL_80|Betting|Considered|Prediction|Context-sensitivity,FL_150|Reallybelieve|FL_151|Singlebookkeeping|Deepersense|FL_143,Dishonest,Serious2
2026-03-23 15:32:02,2026-03-23 15:40:33,0,82.7.18.37,100,511,1,2026-03-23 15:40:33,R_8J3CuZkX2ZT1myK,,,,,54.5252,-6.029,anonymous,EN,1,5ef323587979d40307d6893c,,,,,,,,,4,I had a thought about glass being perpetually in a slightly liquid state. I wondered if it's like quicksand since it's made from sand too.,49,100,3,55,1,97,24,91,55,52,0,2,,,,,,,,,,,5ef323587979d40307d6893c,1,I had a thought about glass being perpetually in a slightly liquid state. I wondered if it's like quicksand since it's made from sand too.,FL_137|FL_101|FL_98|FL_99|FL_103,Prediction|Betting|Context-sensitivity|FL_78|Considered|FL_80|Beliefbecauseofevidence|Double-bookkeeping,FL_143|FL_151|Reallybelieve|FL_150|Singlebookkeeping|Deepersense,,
2026-03-23 15:33:13,2026-03-23 15:41:08,0,174.246.20.67,100,474,1,2026-03-23 15:41:09,R_1P4ARWGfCKZtHOm,,,,,47.6109,-122.3303,anonymous,EN,1,656f366a539cf734f6c2bd27,,,,,,,,,4,How long are giraffes pregnant for,53,53,3,0,1,0,0,52,0,0,53,1,,52,,48,52,52,52,46,1,2,656f366a539cf734f6c2bd27,1,How long are giraffes pregnant for,FL_137|FL_98|FL_101|FL_99|FL_103,Prediction|FL_78|Context-sensitivity|Betting|Beliefbecauseofevidence|Double-bookkeeping|FL_80|Considered,Deepersense|FL_143|Singlebookkeeping|Reallybelieve|FL_150|FL_151,Dishonest2,Serious2
2026-03-23 15:31:39,2026-03-23 15:41:43,0,82.35.237.60,100,604,1,2026-03-23 15:41:44,R_8msxRSven8e8z2G,,,,,55.8995,-3.5237,anonymous,EN,1,5b99663d4cefb60001e7a214,,,,,4,"how many years will there be left when my children stay with me before they move away ",,,,,32,80,3,69,1,86,19,99,15,93,1,1,,0,,23,83,86,81,50,1,2,5b99663d4cefb60001e7a214,1,"how many years will there be left when my children stay with me before they move away ",FL_101|FL_137|FL_103|FL_99|FL_98,Prediction|FL_80|Double-bookkeeping|Considered|FL_78|Beliefbecauseofevidence|Context-sensitivity|Betting,FL_151|Reallybelieve|FL_143|Deepersense|Singlebookkeeping|FL_150,Dishonest2,Serious2
2026-03-23 15:31:27,2026-03-23 15:42:22,0,68.132.86.226,100,654,1,2026-03-23 15:42:22,R_3UenEdqU2Jw7ItP,,,,,40.8534,-73.4115,anonymous,EN,1,695c391cc4e9e22c6b80663b,,,,,4,There are five days until the weekend.,,,,,100,100,3,100,1,100,0,3,2,100,0,1,0,,100,,100,100,100,52,1,2,695c391cc4e9e22c6b80663b,1,There are five days until the weekend.,FL_101|FL_137|FL_99|FL_98|FL_103,Betting|Double-bookkeeping|Considered|FL_80|Beliefbecauseofevidence|FL_78|Prediction|Context-sensitivity,Deepersense|FL_150|Singlebookkeeping|Reallybelieve|FL_151|FL_143,Dishonest,Serious
2026-03-23 15:31:17,2026-03-23 15:42:31,0,70.188.239.123,100,674,1,2026-03-23 15:42:32,R_3IT55AESL0MbVlL,,,,,30.4863,-87.1829,anonymous,EN,1,660cda55786e37b1cbb49717,,,,,4,I have thought about the number of hairs on my head before,,,,,3,0,3,35,1,88,0,58,0,91,7,1,0,,51,,100,100,50,39,2,4,660cda55786e37b1cbb49717,1,I have thought about the number of hairs on my head before,FL_101|FL_137|FL_103|FL_98|FL_99,Beliefbecauseofevidence|Betting|FL_80|FL_78|Context-sensitivity|Prediction|Considered|Double-bookkeeping,Reallybelieve|Singlebookkeeping|FL_143|Deepersense|FL_151|FL_150,Dishonest,Serious
2026-03-23 15:32:59,2026-03-23 15:42:56,0,107.145.242.152,100,596,1,2026-03-23 15:42:56,R_3mDCOQIKfXGRHpK,,,,,28.5978,-81.3024,anonymous,EN,1,67e46ccf0410df8605fde2c9,,,4,I think sometime if bad people really go to hell,,,,,,,0,0,3,0,1,100,100,100,0,100,49,1,53,,,51,50,53,50,68,2,2,67e46ccf0410df8605fde2c9,1,I think sometime if bad people really go to hell,FL_99|FL_101|FL_137|FL_103|FL_98,Context-sensitivity|Double-bookkeeping|Betting|Considered|Prediction|FL_80|Beliefbecauseofevidence|FL_78,Singlebookkeeping|FL_150|FL_143|FL_151|Deepersense|Reallybelieve,Dishonest,Serious2
2026-03-23 15:31:26,2026-03-23 15:42:57,0,98.226.81.224,100,690,1,2026-03-23 15:42:57,R_3NL8zEeuTXccItr,,,,,41.8907,-87.7908,anonymous,EN,1,67505c42a18c872bab88ed42,4,I think about the fact that I live in the Chicago suburbs which is right next to a very large lake,,,,,,,,,0,100,3,100,1,100,0,0,0,4,0,1,,0,,0,100,100,50,46,2,2,67505c42a18c872bab88ed42,1,I think about the fact that I live in the Chicago suburbs which is right next to a very large lake,FL_98|FL_137|FL_99|FL_101|FL_103,Betting|Considered|Context-sensitivity|Beliefbecauseofevidence|FL_80|Prediction|FL_78|Double-bookkeeping,FL_151|Deepersense|FL_150|Reallybelieve|Singlebookkeeping|FL_143,Dishonest2,Serious2
